-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05,-0.481500282323205,-1.52247841593863,-1.62837156970555,-0.0352548115630571,0.186176269539059,0.110841840340991,-4.21658307243077e-11,-1.33876905717202,-1.29572508720929,-0.0892384036741986,0.00069591891915088,-0.00267676665391431,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05,-0.500815803479747,-1.53874572702551,-1.6446313968284,-0.0368846518959604,0.17427089847357,0.096573039064021,-4.21658307243077e-11,-1.33876905717202,-1.29572508720929,-0.0892384036741986,0.00069591891915088,-0.00267676665391431,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05,-0.517635452240536,-1.55566853987294,-1.66089905129294,-0.0379698379488154,0.163238254257884,0.0821740016902306,-4.21658307243077e-11,-1.33876905717202,-1.29572508720929,-0.0892384036741986,0.00069591891915088,-0.00267676665391431,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05,-0.529699717687235,-1.57380111827192,-1.67716988763316,-0.0380173396573642,0.153891027539188,0.0675341005408251,-4.21658307243077e-11,-1.33876905717202,-1.29572508720929,-0.0892384036741986,0.00069591891915088,-0.00267676665391431,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,9.59e-05,9.59e-05
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,7.19e-05,7.19e-05,-0.535043875302971,-1.59355494000751,-1.69345751256951,-0.0366198247589462,0.146902142801684,0.0525625665189593,-8.75666892029659e-06,-1.33876590947093,-1.29572296576778,-0.08923555517209,0.000716211381173992,-0.00265874541618869,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,7.19e-05,7.19e-05
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,7.19e-05,0,-0.532120306930549,-1.61515219474196,-1.70979691446003,-0.0334891434333014,0.14275065487753,0.0371984784964175,-7.93152040132173e-07,-1.33876949402199,-1.29572557196851,-0.0892382393616283,0.000691996898798227,-0.00261885593108435,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,7.19e-05,0
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,7.19e-05,-0.00146,-0.519885931610006,-1.6386067688989,-1.72624374184055,-0.0284791641834646,0.141681516939917,0.0214201564237102,-1.61052654344131e-05,-1.33877792857459,-1.29573493114637,-0.0892350676013482,0.000616277846095288,-0.00150083241332953,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,0,4.79e-05,7.19e-05,-0.00146
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,1.28e-05,0.0235,7.19e-05,-0.00264,-0.497848170267323,-1.66373410135762,-1.74286994997254,-0.0215956411117362,0.143682638454866,0.00525308774418904,-0.00197328452932669,-1.32163774924829,-1.29837806789099,-0.102982769900012,-0.00209867345794486,-0.001781160518947,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-2.56e-05,1.28e-05,0.0235,7.19e-05,-0.00264
-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-0.00383,-0.00856,0.0417,7.19e-05,-0.0105,-0.466066740192589,-1.69018661098077,-1.75975597016796,-0.012992092722418,0.148481470154569,-0.0112246307383936,-0.000117814669473216,-1.30941422475623,-1.30810606791385,-0.101695989275698,-0.000511303027474041,0.00352945144501773,-0.801,-1.55,2.2,-3.72,-1.56,-0.217,0,-0.00383,-0.00856,0.0417,7.19e-05,-0.0105
-0.801,-1.55,2.2,-3.72,-1.56,-0.218,0,-0.00942,-0.0117,0.0413,7.19e-05,-0.0129,-0.425112769278865,-1.71750744482983,-1.77697943899205,-0.00295218497260626,0.155561877475353,-0.0278803749870067,0.00429475891330054,-1.34024454322921,-1.28844576021082,-0.0927330910611535,0.00168102524534979,-0.000801039918527019,-0.801,-1.55,2.2,-3.72,-1.56,-0.218,0,-0.00942,-0.0117,0.0413,7.19e-05,-0.0129
